"","articleID","attributes","record"
"11039",79736,"article","From professional ethics to ethics in professional life: Implications for learning, teaching and study."
"11040",1677,"article","From psychoanalysis to clinical social work: An evolutionary process."
"11041",30403,"article","From research to practice: Research-based Intervention Development in social work: developing practice through cooperative knowledge production."
"11042",15403,"article","From resilience to resistance: A reconstruction of the strengths perspective in social work practice."
"11043",1867,"article","From resistances to rewards: Social workers' experiences and attitudes toward AIDS."
"11044",47926,"article","From restorative justice to restorative practices: Applicability in the social work field."
"11045",11571,"article","From rhetoric to reality: Planning and conducting collaborations for international research in the global south."
"11046",11959,"article","From rules to encounters: Ethical decision-making as a hermeneutic process."
"11047",1415,"article","From rules to prototypes: Adapting expert systems to the nature of expertise in clinical information processing."
"11048",12744,"article","From scientism to science: How contemporary epistemology can inform practice research."
"11049",20420,"article","From self-sufficiency to personal and family sustainability: A new paradigm for social policy."
"11050",11153,"article","From sense-making to meaning-making: Understanding and supporting survivors of suicide."
"11051",37362,"article","From social Darwinism to self-organization: implications for social change theory."
"11052",58479,"article","From social group work to social work with groups."
"11053",23125,"article","From social work to human services."
"11054",10597,"article","From specialism to genericism: Rising and falling to the challenges of responding to racial and ethnic diversity in social work education in Wales."
"11055",750,"article","From technical rationality to participating consciousness."
"11056",36788,"article","From the Frying Pan into the Fire: Three Advocacy Tales in Child and Adolescent Mental Health Services."
"11057",28751,"article","From the Guest Editors."
"11058",119494,"article","From the Lisbon Strategy to Europe 2020: the Statistical Landscape of the Education and Training Objectives Through the Lens of the Capability Approach"
"11059",121732,"article","From the Teaching of Intercultural Competence at the University to the Promotion of Life Histories"
"11060",21721,"article","From the Woman's Viewpoint: Ethical Dilemmas Confronted by Women as Informal Caregivers of Frail Elders."
"11061",57007,"article","From the classroom to the capitol--from MSW students to advocates: learning by doing."
"11062",18018,"article","From the editor."
"11063",42852,"article","From the editors."
"11064",12050,"article","From the individual to the community: Perspectives about substance abuse services."
"11065",17751,"article","From the real frontline: The unique contributions of mental health caregivers in Canadian foster homes."
"11066",18392,"article","From the scientific revolution to evidence-based practice: Teaching the short history with a long past."
"11067",17901,"article","From the streets to a home: An experiential account of treating homeless substance abusers in India."
"11068",15860,"article","From the streets to institutions: Female adolescent drug sellers’ perceptions of their power."
"11069",40651,"article","From the ‘Garden’ of Poverty: Amazing Blooms."
"11070",14067,"article","From theory toward empathic self-care: Creating a mindful classroom for social work students."
"11071",36544,"article","From triangle to spiral: reflective practice in social work education, practice and research."
"11072",47332,"article","From tribal consciousness and subjective rationality toward global consciousness and objective rationality."
"11073",58177,"article","From values to rights in social work: some issues in practice development and research."
"11074",2918,"article","From victim to survivor: A woman's narrative reconstruction of marital sexual abuse."
"11075",37159,"article","From vocational to knowledge-based education --an account of Swedish social work education."
"11076",56084,"article","From welfare state to social compacts: welfare transformation in Poland."
"11077",15359,"article","From welfare state to welfare society: Toward a viable system of welfare in Japan and England."
"11078",1285,"article","From welfare to work: Does it make sense?"
"11079",35676,"article","From ‘a coalition of despair’ to ‘a covenant of help’ in social work with families in distress."
"11080",12217,"article","From ‘placement’ to ‘a child on the move’: Methodological strategies to give children a more central position in child welfare service."
"11081",14939,"article","From “it's not me” to “it was me, after all”: A case presentation of a patient diagnosed with Dissociative Identity Disorder."
"11082",45869,"article","Frome ale excluziunii sociale care pot favoriza revenirea fostilor detinuti in inchisori."
"11083",119776,"article","Front Page Coverage of Women's Issues in Regional Newspapers of Karnataka"
"11084",17593,"article","Frontline welfare work: Understanding social work's role."
"11085",18688,"article","Frontline worker perceptions of the empowerment process in community-based agencies."
"11086",14928,"article","Frontline worker responses to domestic violence disclosure in public welfare offices."
"11087",40614,"article","Frozen Feta Cheese Lasagna with Crushed Hot Peppers."
"11088",14762,"article","Frozen in time: Idealization and parent-blaming in the therapeutic process."
"11089",33946,"article","Frustrations of a Beleagured Principal."
"11090",122538,"article","Fuentes fenomenológicas de la noción de persona: su discusión en Husserl, Scheler y Heidegger"
"11091",119621,"article","Fukuyama at the Crossroads? -- A Review Essay"
"11092",12964,"article","Fulfillment of basic needs from a subjective point of view in rural Guatemala."
"11093",22178,"article","Full circle: Returning psychoanalytic theory to social work education."
"11094",45617,"article","Functional disability among chronic pain patients receiving long-term opioid treatment."
"11095",22726,"article","Functional impairment as a predictor of depressive symptomatology: The role of race, religiosity, and social support."
"11096",19401,"article","Functional limitations and religious service attendance among African American and White older adults."
"11097",38342,"article","Functional reciprocity of organizational management and social work practice."
"11098",735,"article","Functional status of long-term breast cancer survivors: Demonstrating chronicity."
"11099",26205,"article","Functional status of the non-institutionalized elderly in Sweden."
"11100",39463,"article","Functional theory: its history and influence on contemporary social work practice."
"11101",118580,"article","Functioning of Janani Suraksha Yojana in Hassan District of Karnataka"
"11102",1297,"article","Functions of an adult sickle cell group: Education, task orientation, and support."
"11103",20528,"article","Functions of social work supervision in Hong Kong."
"11104",15210,"article","Functions of social work supervision in Shenzhen: Insights from the cross-border supervision model."
"11105",16197,"article","Fundamental contradictions in cultural competence."
"11106",19423,"article","Funding Opportunities for Social Work Doctoral Students Through the U.S. Department of Housing and Urban Development."
"11107",12772,"article","Funding and remuneration in social services: Lessons from Singapore."
"11108",17433,"article","Funneling child welfare consumers into and through the mental health system: Assessment, referral, and quality issues."
"11109",18527,"article","Further factorial validity of a scale of therapist theoretical orientation."
"11110",14681,"article","Further reflections on Habermas’s contribution to discourse in child protection: An examination of power in social life."
"11111",22699,"article","Further validation of the Cognitions and Behaviors Scale using a clinical sample of adult female survivors of childhood sexual abuse."
"11112",16412,"article","Furthering parish wellness: Including social work as part of a Catholic pastoral team."
"11113",120971,"article","Fusion and Conflict Resolution in Lesbian Relationships"
"11114",119824,"article","Future Perspective on the Youth Policy and Programmes"
"11115",2237,"article","Future anxiety: Clinical issues of children in the latter phases of foster care."
"11116",77657,"article","Future directions in the study of close relationships: Conflict is bad (Except when it's not)."
"11117",79720,"article","Future directions in youth involvement research."
"11118",80333,"article","Future directions in... Friendship in childhood and early adolescence."
"11119",78009,"article","Future directions: Social development in the context of social justice."
"11120",121879,"article","Future of Macro Social Work"
"11121",73,"article","Future of electronic technology in human service practice and education."
"11122",11019,"article","Future orientation as a mediator between assets and perceived household economic stability: A structural equation modeling approach."
"11123",46633,"article","Future perspectives and attitude toward education for visually impaired persons."
"11124",22807,"article","Future training and education recommendations for rural gerontological social workers."
"11125",10384,"article","Future trends in health and health care: Implications for social work practice in an aging society."
"11126",31277,"article","Féministes et travailleuses du sexe: une alliance pour déconstruire le stigmate de la putain. (French)"
"11127",57906,"article","GAIN: a locally based computer system which successfully supports line staff."
"11128",28912,"article","GAMBLING AND CYBER-ADDICTION AS A SOCIAL PROBLEM."
"11129",38079,"article","GATEKEEPING POLICIES: TERMINATING STUDENTS FOR NONACADEMIC REASONS."
"11130",38160,"article","GATEKEEPING THROUGH TERMINATION OF UNSUITABLE SOCIAL WORK STUDENTS: LEGAL ISSUES AND GUIDELINES."
"11131",38238,"article","GATEKEEPING: A MODEL FOR SCREENING BACCALAUREATE STUDENTS FOR FIELD EDUCATION."
"11132",38092,"article","GENDER AND COMMUNICATION IN SOCIAL WORK EDUCATION: A CROSS-CULTURAL PERSPECTIVE."
"11133",38223,"article","GENDER-SENSITIVE CURRICULA IN SOCIAL WORK EDUCATION: A NATIONAL STUDY."
"11134",118482,"article","GENERAL VALUES AND WORK VALUES OF SOCIAL WORK STUDENTS IN HONG KONG"
"11135",37933,"article","GENERALIST PRACTICE VS. CASE MANAGEMENT: AN ACCREDITATION CONTRADICTION."
"11136",36012,"article","GENETIC DETERMINISM AS A FAILING PARADIGM IN BIOLOGY AND MEDICINE: IMPLICATIONS FOR HEALTH AND WELLNESS."
"11137",37987,"article","GETTING BEYOND THE PRODUCTIVITY GAP: ASSESSING VARIATION IN SOCIAL WORK SCHOLARSHIP."
"11138",30077,"article","GHANA: A GREAT PLACE TO BE."
"11139",37913,"article","GLOBALIZATION FROM BELOW: USING THE INTERNET TO INTERNATIONALIZE SOCIAL WORK EDUCATION."
"11140",37757,"article","GOING THE DISTANCE: USING SYSTEMS THEORY TO DESIGN, IMPLEMENT, AND EVALUATE A DISTANCE EDUCATION PROGRAM."
"11141",1318,"article","GP and informal group referrals to a community mental health centre: An examination of the pathway to psychiatric care."
"11142",47718,"article","GPRA and the development of performance measures."
"11143",37636,"article","GROUP WORK IN FOUNDATION GENERALIST EDUCATION: THE NECESSITY FOR CURRICULUM CHANGE."
"11144",38107,"article","GROUP WORK IN GRADUATE SOCIAL WORK EDUCATION: THE PRICE OF NEGLECT."
"11145",29593,"article","GUEST EDITORIAL. WHY IT IS IMPORTANT FOR SOCIAL WORK EDUCATORS TO OPPOSE RACIST-BASED ANTI-IMMIGRATION LEGISLATION."
"11146",53696,"article","Gained access to looked after children for research purposes: lessons learned."
"11147",20508,"article","Gaining Access to Data Sources in Statutory Social Work Agencies: The Long and Winding Road."
"11148",24432,"article","Gaining access to looked after children for research purposes: Lessons learned."
"11149",23455,"article","Gaining access to one's children: An evaluation of a visitation program for noncustodial parents."
"11150",12490,"article","Gaining and maintaining access: Exploring the mechanisms that support and challenge the relationship between gatekeepers and researchers."
"11151",18298,"article","Gaining satisfaction? An exploration of foster-carers' attitudes to payment."
"11152",12860,"article","Gaining the trust of ‘highly resistant’ families: Insights from attachment theory and research."
"11153",18069,"article","Gambling addiction: An interview with two specialists."
"11154",44572,"article","Gambling and cyber-addiction as a social problem: Some psychosocial benchmarks."
"11155",13512,"article","Gambling behaviors among Oxford house residents: A preliminary investigation."
"11156",25959,"article","Game plans, buzzes and sheer luck:  Doing well in social work."
"11157",73845,"article","Gamification for behavior change: Lessons from developing a social, multiuser, web-tablet based prevention game for youths."
"11158",24591,"article","Gandhian principles in social work practice: Ethics revisited."
"11159",11084,"article","Gandhianism in London: Bringing the past to bear on the present in discussion of the social work and spirituality of Muriel and Doris Lester."
"11160",10778,"article","Gang norms and risky sex among adolescents with a history of detention."
"11161",37793,"article","Gangs as alternative transitional structures: adaptations to racial and social marginality in Los Angeles and London."
"11162",119583,"article","Garbage-Combers of Delhi: Aspects of Deprivation"
"11163",35298,"article","Gate-keeping for professional social work practice."
"11164",16214,"article","Gatekeepers, gatecrashers, and gateways in group work with kids: A mystery story."
"11165",120992,"article","Gatekeeping Issues in BSW Programs"
"11166",122020,"article","Gatekeeping Prior to Point of Entry"
"11167",53893,"article","Gatekeeping for cultural competence: ready or not? some post and modernist doubts."
"11168",53898,"article","Gatekeeping for small baccalaureate social work programs."
"11169",13899,"article","Gatekeeping in field performance: Is grade inflation a given?"
"11170",121739,"article","Gatekeeping in the Academy. Lessons for Canadian Social Work Educators from Young v. Bella"
"11171",120856,"article","Gatekeeping in the BSW Program: Details of an Interview Process"
"11172",16874,"article","Gatekeeping: Perspectives from both sides of the fence."
"11173",11829,"article","Gatekeeping: Why shouldn't we be ambivalent?"
"11174",19021,"article","Gauging the acceptability of HIV vaccines: An exploratory study examining knowledge, attitudes, and beliefs among injecting drug users in Viet Nam."
"11175",22775,"article","Gay Adolescents in Rural Areas: Experiences and Coping Strategies."
"11176",121434,"article","Gay Hmong: A Multifaceted Clash of Cultures"
"11177",121024,"article","Gay Husbands and Fathers: Reasons for Marriage among Homosexual Men"
"11178",120945,"article","Gay Latinos and AIDS: A Framework for HIV/AIDS Prevention Curriculum."
"11179",120800,"article","Gay Male Aging: A Review of the Literature"
"11180",120885,"article","Gay Men Choosing to Be Fathers"
"11181",120468,"article","Gay Men Living in a Rural Environment"
"11182",122076,"article","Gay Men Living with Chronic Illness or Disability: A Sociocultural, Minority Group Perspective on Mental Health"
"11183",120134,"article","Gay Men Living with HIV/AIDS: The Potential for Empowerment"
"11184",122070,"article","Gay Men Living with Non-HIV Chronic Illnesses"
"11185",120562,"article","Gay Men and Lesbians as Adoptive Parents"
"11186",120876,"article","Gay Men and the Health Care System"
"11187",120824,"article","Gay Men with AIDS in Rural America"
"11188",120338,"article","Gay Men's Domestic Violence: Dynamics, Help-Seeking Behaviors, and Correlates"
"11189",120462,"article","Gay Men: Aging Well!"
"11190",120582,"article","Gay Youth: More Visible but Fewer Problems?"
"11191",10711,"article","Gay affirmative cognitive behavioral therapy for sexual minority youth: A clinical adaptation."
"11192",18423,"article","Gay affirmative practice: A model for social work practice with gay, lesbian, and bisexual youth."
"11193",24907,"article","Gay affirmative psychotherapy: A phenomenological study."
"11194",120686,"article","Gay and Lesbian Adolescents and Their Families"
"11195",20657,"article","Gay and Lesbian Aging: Current Perspectives and Future Directions for Social Work Practice and Research."
"11196",120911,"article","Gay and Lesbian Career Counseling: Special Career Counseling Issues."
"11197",120799,"article","Gay and Lesbian Elderly: Historical Overview and Implications for Social Work Practice"
"11198",120949,"article","Gay and Lesbian Faculty in Social Work: Roles and Responsibilities"
"11199",120831,"article","Gay and Lesbian Parenting: A Unique Opportunity for Sexual Minority Research"
"11200",122081,"article","Gay and Lesbian Youth in Foster Care: Meeting Their Placement and Service Needs"
"11201",121023,"article","Gay and Lesbian Youth: Challenging the Policy of Denial"
"11202",55612,"article","Gay and lesbian adoptions: a theoretical examination of policy-making and organizational decision making."
"11203",24062,"article","Gay and lesbian adoptive and foster care placements: Can they meet the needs of waiting children?"
"11204",51010,"article","Gay and lesbian adoptive families: an exploratory study of family functioning, adoptive child's behavior, and familial support networks."
"11205",15784,"article","Gay and lesbian identity development: An overview for social workers."
"11206",13280,"article","Gay and pleasant land? Exploring sexuality, ageing and rurality in a multi-method, performative project."
"11207",26452,"article","Gay men with AIDS and their families of origin: An analysis of social support."
"11208",37461,"article","Gay stepfamilies: a triple-stigmatized group."
"11209",22026,"article","Gay, Lesbian, Bisexual, and Transgender (GLBT) Elders: The Challenges and Resilience of this Marginalized Group."
"11210",122780,"article","Gay, Lesbian, Bisexual, and Transgendered People and Chemical Dependency: Exploring Successful Treatment"
"11211",22097,"article","Gay, Lesbian, and Bisexual Elders: Expressed Needs and Concerns Across Focus Groups."
"11212",121020,"article","Gay, Lesbian, and Bisexual Youth"
"11213",22315,"article","Gay, Lesbian, and Bisexual Youths' Perceptions of Their High School Environments and Comfort in School."
"11214",122083,"article","Gay, Old, and Poor: Service Delivery to Aging Gay Men in Inner City Sydney, Australia"
"11215",14600,"article","Gazing into the scarlet crystal ball: Social work and hepatitis C."
"11216",16427,"article","Gearing up for implementation: A new Children's Act for South Africa."
"11217",15323,"article","Gearing up for personalisation: Training activities commissioned in the English pilot individual budgets sites 2006-2008."
"11218",119708,"article","Gender -- An Issue for German Welfare Organisation"
"11219",119233,"article","Gender Aware Social Work: From Theory to Field Instruction"
"11220",119232,"article","Gender Awareness in Field Instruction"
"11221",36786,"article","Gender Battles I Have Known and Loved: The Evolution of My Development as a Therapist Treating Men and Couples."
"11222",121575,"article","Gender Differences in Alcohol Use and Alcohol-Related Problems: Do They Hold for Lesbians and Gay Men?"
"11223",21949,"article","Gender Differences in Expectations Predictive of Volunteer Experience Among Older Chinese Professionals in Hong Kong."
"11224",85147,"article","Gender Differences in Preschool Aggression During Free Play and Structured Interactions: An Observational Study."
"11225",21262,"article","Gender Differences in Social Service Needs of Transgender People."
"11226",22243,"article","Gender Differences in Stories of Violence and Caring by Preschool Children in Post-Divorce Families: Implications for Social Competence."
"11227",83316,"article","Gender Differences in Verbal Communication between Popular and Unpopular Children During an Interactive Task."
"11228",21780,"article","Gender Differences in War-Related Mental Health Issues Among Adult Kosovar Refugees in the United States."
"11229",118744,"article","Gender Inequality and Lack of Sexual and Reproductive Rights of Women in Ghana: Implications for Social Work Education"
"11230",20720,"article","Gender Poverty Disparity in US Cities: Evidence Exonerating Female-Headed Families."
"11231",120807,"article","Gender Selection in Two American Indian Tribes"
"11232",119542,"article","Gender Violence and Crisis Centres for Women in Russia"
"11233",119751,"article","Gender Violence, Trauma, and Its Impact on Women's Mental Health"
"11234",18035,"article","Gender analysis of the marginalization of rural women over the life span after the initiation of economic reforms in China."
"11235",119639,"article","Gender and Child Maltreatment: The Evidence Base"
"11236",21487,"article","Gender and Illicit Drug Use."
"11237",120776,"article","Gender and Income among Ontario Social Workers: The Source of Disparity"
"11238",22367,"article","Gender and Psychotropics: Toward a Third Wave Framework."
"11239",38254,"article","Gender and Social Work Education: Directions for the 1990s."
"11240",27238,"article","Gender and adjustment to cancer: Clinical implications."
"11241",39285,"article","Gender and auspice in the development of social welfare in Michigan, 1869-1900."
"11242",1551,"article","Gender and friendship: Relationships within peer groups of young children."
"11243",56813,"article","Gender and international development praxis."
"11244",15499,"article","Gender and intimate partner violence: Evaluating the evidence."
"11245",23778,"article","Gender and moral reasoning: African American youth respond to dating dilemmas."
"11246",23070,"article","Gender and moral reasoning: African American youths respond to dating dilemmas."
"11247",56360,"article","Gender and race: employment opportunity and the American economy, 1969$1991."
"11248",39788,"article","Gender and race: employment opportunity and the American economy, 1969-91."
"11249",40288,"article","Gender and scholarly productivity in Administration in social work, 1977-1995."
"11250",49274,"article","Gender and sexuality research: Momma's girl: the significance of maternal figure support in the development of hope for African American girls."
"11251",25500,"article","Gender and the child protection process."
"11252",14569,"article","Gender and widowhood: Disparity in health status and health care utilization among the aged in India."
"11253",903,"article","Gender as a theme in self-narratives."
"11254",1623,"article","Gender as an element in the intersubjective field: The female therapist and the male patient."
"11255",13161,"article","Gender at work: Characteristics of ‘failing’ social work students."
"11256",24292,"article","Gender bias in families and its clinical implications for women."
"11257",15069,"article","Gender comparisons of self-identified strengths and coping strategies: A study of adolescents in an acute psychiatric facility."
"11258",23349,"article","Gender conflict, object representation, and body image in male anorexia: An investigation of eight subjects."
"11259",11951,"article","Gender difference in caregiving experience and the importance of social participation and marital satisfaction among aging mothers and fathers of adults with schizophrenia."
"11260",505,"article","Gender differences in adjustment to nursing home care."
"11261",21165,"article","Gender differences in adolescent attitudes and receptivity to sexual abstinence education."
"11262",26055,"article","Gender differences in attitudes toward alcohol, tobacco, and other drugs."
"11263",14519,"article","Gender differences in behavioral outcomes among children at risk of neglect: Findings from a family-focused prevention intervention."
"11264",23717,"article","Gender differences in coping strategies of spousal dementia caregivers."
"11265",17112,"article","Gender differences in depression: A theoretical examination of power."
"11266",46100,"article","Gender differences in depressive symptoms among older Korean American immigrants."
"11267",584,"article","Gender differences in drug addiction and treatment: Implications for social work intervention with substance-abusing women."
"11268",14887,"article","Gender differences in drug offers of rural Hawaiian youths: A mixed-methods analysis."
"11269",17835,"article","Gender differences in employment among drug court participants: The influence of peer relations and friendship network."
"11270",26659,"article","Gender differences in parenting a child with cancer."
"11271",11114,"article","Gender differences in preferred drug resistance strategies of rural native Hawaiian youths."
"11272",15913,"article","Gender differences in responses to sexual coercion."
"11273",32105,"article","Gender differences in social workers' assessments and help-giving strategies towards single parents."
"11274",17960,"article","Gender differences in the causes of work and family strain among academic faculty."
"11275",46241,"article","Gender differences in treatment outcomes among participants in a mixed-gender substance abuse aftercare program."
"11276",408,"article","Gender differences of psychological abuse in high school dating relationships."
"11277",15190,"article","Gender disparity and HIV risk among young Black women in college: A literature review."
"11278",14594,"article","Gender empowerment measure and policy choice."
"11279",89209,"article","Gender encounters in a virtual community: Identity formation and acceptance."
"11280",18038,"article","Gender gaps in social protection: Differential access to non-contributory income maintenance in rural India."
"11281",11673,"article","Gender identity and social services: Barriers to care."
"11282",12999,"article","Gender identity disorder, the gender binary, and transgender oppression: Implications for ethical social work."
"11283",16795,"article","Gender in social work education and practice in India."
"11284",2478,"article","Gender inequality in computing."
"11285",75182,"article","Gender justice and rights in climate change adaptation: Opportunities and pitfalls."
"11286",46850,"article","Gender mainstreaming in public policies for Roma."
"11287",16104,"article","Gender perspective in cross-cultural couples."
"11288",122627,"article","Gender relations in Canadian multicultural families"
"11289",23077,"article","Gender role identity and stress in African American women."
"11290",17693,"article","Gender role models . . . who needs 'em?!"
"11291",14971,"article","Gender roles and help-seeking behaviour: Promoting professional help among Japanese men."
"11292",14933,"article","Gender roles, externalizing behaviors, and substance use among Mexican-American adolescents."
"11293",13368,"article","Gender sensitivity among social workers handling cases of domestic violence: A Hong Kong case."
"11294",57153,"article","Gender similarities of social work managers."
"11295",16774,"article","Gender variation in partner abuse: Findings from a conservative Christian denomination."
"11296",23173,"article","Gender, Ethnicity and Vulnerability in Young Women in Local Authority Care."
"11297",21184,"article","Gender, Ethnicity, and Job Satisfaction Among Social Workers in Israel."
"11298",13279,"article","Gender, asylum seekers and mental distress: Challenges for mental health social work."
"11299",17535,"article","Gender, distress, and coping in response to terrorism."
"11300",2292,"article","Gender, employment and psychosocial well-being."
"11301",23391,"article","Gender, ethics and social work: An international study of students' perceptions at entry into social work education."
"11302",22685,"article","Gender, geography, culture, and health: Emerging interdisciplinary approaches to global HIV/AIDS services."
"11303",59169,"article","Gender, job satisfaction, earnings, and other characteristics of human service workers during and after midlife."
"11304",14363,"article","Gender, mothering and relational work."
"11305",23383,"article","Gender, parenting and managerial ambition in social work."
"11306",118641,"article","Gender, race, job satisfaction and the social services"
"11307",18714,"article","Gender, social capital and location: Understanding the interactions."
"11308",25099,"article","Gender, values and the work place: Considerations for immigrant acculturation."
"11309",21735,"article","Gender-Based Salary Inequity in Social Work: Mediators of Gender's Effect on Salary."
"11310",12641,"article","Gender-based violence in a Kenyan slum: Creating local, woman-centered interventions."
"11311",88291,"article","Gender-differentiated experience in the peer culture: Links to intimacy in preadolescence."
"11312",83963,"article","Gender-linked Risks for Peer Physical and Relational Victimization in the Context of School-level Poverty in First Grade."
"11313",23224,"article","Gender-linked status changes among Liberian refugees in the United States."
"11314",17958,"article","Gender-related work stressors in tertiary education."
"11315",45671,"article","Gender-responsive programs in U.S. prisons: Implications for change."
"11316",26483,"article","Gender-sensitive social work practice: A model for education."
"11317",13750,"article","Gender-specific barriers to self-sufficiency among former supplemental security income drug addiction and alcoholism beneficiaries: Implications for welfare-to-work programs and services."
"11318",23203,"article","Gendered Differences: Postmodern Feminist Perspectives and Young Women Identified as 'Emotionally Disabled'."
"11319",122481,"article","Gendered Immigration: Implications and Impact on Social Work Education"
"11320",121929,"article","Gendered Micro-Credit Programming in Nigeria: Questioning the Bottom Line"
"11321",20310,"article","Gendered Organizational Culture in Child Protection Social Work."
"11322",20731,"article","Gendered Realities of Poverty: Men and Women's Views of Poverty in Jerusalem."
"11323",18662,"article","Gendered dimensions of the 2004 tsunami and a potential social work response in post-disaster situations."
"11324",30032,"article","Gendered discourses of coping strategies and perceived cultural challenges for low-income Pakistani families in Hong Kong, SAR."
"11325",17949,"article","Gendered economic, social, and cultural challenges to HIV/AIDS prevention and intervention for Chinese women."
"11326",14127,"article","Gendered matters: Undocumented Mexican mothers in the current policy context."
"11327",22767,"article","Gendered perceptions of community needs and concerns: An exploratory analysis."
"11328",51231,"article","Gendered realities of poverty: men and women's view of poverty in Jerusalem."
"11329",86544,"article","Gendered social worlds in preschool: Dominance, peer acceptance and assertive social skills in boys' and girls' peer groups."
"11330",122697,"article","Gendered suffering: married Miao women's narratives on domestic violence in southwest China"
"11331",73739,"article","Gender‐specific or common classroom norms? Examining the contextual moderators of the risk for victimization."
"11332",118570,"article","Genealogy Of The Lone Parent"
"11333",19675,"article","Genealogy's Desire: Practices of Kinship Amongst Lesbian and Gay Foster-Carers and Adopters."
"11334",120925,"article","General Assistance: The Impact on Housing, Employment, and Service Utilization of Former Recipients"
"11335",19860,"article","General Family Image in Intercultural Transition: Soviet Immigrant Families in Israel."
"11336",17716,"article","General and supervision-specific attachment styles: Relations to student perceptions of field supervisors."
"11337",44975,"article","General attitudes towards employment of individuals with mental disabilities in Israeli society: The employers' perspectives."
"11338",1848,"article","General practice, social work, and mental health sections: The social control of women."
"11339",46442,"article","General surgeon shortage in the United States: Fact or fiction, causes and consequences."
"11340",10783,"article","General well-being of Korean immigrant elders: The significance of religiousness/spirituality and social support."
"11341",26387,"article","Generalizability of findings of exploratory practice-based research on polydrug-addicted mothers."
"11342",119707,"article","Generating Duteous Members in Communities of 'Rational Choice'"
"11343",24645,"article","Generating a mutually informing dialogue: Collaboratively constructed grounded theory and testing a priori psychosocial theory."
"11344",18398,"article","Generating practice knowledge for social work education: A teacher's experience in Hong Kong."
"11345",44628,"article","Generation Y, shifting funding structures, and health care reform: Reconceiving the public health paradigm through social work."
"11346",11616,"article","Generational differences among a small group of Hmong Americans."
"11347",10837,"article","Generational differences in Japanese Americans' preferred senior service environments."
"11348",37493,"article","Generational equity and privatization: myth and reality."
"11349",52248,"article","Generational equity, generational interdependence, and the framing of the debate over Social Security reform."
"11350",11396,"article","Generational inequity in social spending: The United States in comparative perspective."
"11351",26166,"article","Generations learning together."
"11352",20673,"article","Genericism and Specialization: The Story since 1970."
"11353",119806,"article","Genesis of Project Childline"
"11354",119729,"article","Genetic Counselling: Answer to Thalassaemia and Other Genetic Disorders in the Next Millennium"
"11355",244,"article","Genetic contributions to adolescents' extrafamilial social interactions: Teachers, best friends, and peers."
"11356",1254,"article","Genetic disorders: Support groups and advocacy."
"11357",1253,"article","Genetic family histories: An aid to social work assessment."
"11358",2362,"article","Genetic support groups and social workers as partners."
"11359",25509,"article","Genetic susceptibility testing: Ethical and social quandaries."
"11360",24818,"article","Genetic testing of African Americans for susceptibility to inherited cancers: Use of focus groups to determine factors contributing to participation."
"11361",25405,"article","Genetics cultural lag: What can social workers do to help?"
"11362",46918,"article","Genetics, family dynamics and well-being."
"11363",32435,"article","Genocide and its aftermath: The case of Rwanda."
"11364",51582,"article","Genograms with African American families: considering cultural context."
"11365",55986,"article","Geographic and social distance during emergencies: a path model of interorganizational links."
"11366",21109,"article","Geography and Shelter: Implications for Community Practice with People Experiencing Homelessness."
"11367",18224,"article","Georgie's girl: Last conversation with my father."
"11368",20750,"article","Geriatric Care Management: Spiritual Challenges."
"11369",20068,"article","Geriatric Enrichment: Guaranteeing a Place for Aging in the Curriculum."
"11370",16519,"article","Geriatric enrichment in social work education: Lessons learned from the GeroRich projects."
"11371",16522,"article","Geriatric social work career tracking: Graduates of the Hartford Partnership Program for Aging Education (HPPAE)."
"11372",17871,"article","German community pastors’ contact with palliative care patients and collaboration with health care professionals."
"11373",16000,"article","German family policy at the crossroads: Analysing the impact of parental leave reform through simulation."
"11374",17648,"article","GeroRiching a BSW curriculum: More carrot, less stick."
"11375",54222,"article","Gerontological social work and the UN International Year of Older Persons."
"11376",24162,"article","Gerontological social work practice: A Canadian perspective."
"11377",24161,"article","Gerontological social work research: Current status and future directions."
"11378",24156,"article","Gerontological social work with older African American adults."
"11379",12285,"article","Gerontological social workers' perceived efficacy for influencing client outcomes."
"11380",23699,"article","Gerontology as a graduate social work concentration: Origins, outcomes, sustainment."
"11381",38481,"article","Gerontology field education experiences of graduate social work and gerontology certificate students."
"11382",947,"article","Geropsychological modular treatment: Back to the future."
"11383",57585,"article","Gertrude Wilson."
"11384",16749,"article","Gertrude and Rubin Blanck: Their contributions to the theory and practice of clinical social work and to the body of psychoanalytic knowledge."
"11385",11826,"article","Getting 'Tillerized': Traits and outcomes of students in a rural community field placement."
"11386",31738,"article","Getting Out: Factors That Influenced Abused Wives' Decisions to Leave Their Abusive Spousal Relationships in Singapore."
"11387",34442,"article","Getting There is Half the Fun: Practitioners-As-Researchers and Vice-Versa."
"11388",22779,"article","Getting a Piece of the Pie: Cultural Competence for GLBT Employees at the Workplace."
"11389",11163,"article","Getting a different perspective: Piloting the 'Group Consult' model for supervision in a community-based setting."
"11390",15040,"article","Getting a grip on social work."
"11391",36496,"article","Getting a picture of the client's world-view: art-making and subjectivity as evidence."
"11392",10650,"article","Getting a sense of the client: Working methods in the personal social services in Sweden."
"11393",1605,"article","Getting along or getting your own way: The development of young children's use of argument in conflicts with mother and sibling."
"11394",45413,"article","Getting beyond 'heroic agency' in conceptualising social workers as policy actors in the twenty-first century."
"11395",12591,"article","Getting down to earth: Finding a place for nature in social work practice."
