"","Country","N","Freq"
"5451","Paraguay","38",0
"5452","Peru","38",0
"5453","Philippines","38",0
"5454","Poland","38",0
"5455","Portugal","38",0
"5456","Puerto Rico","38",0
"5457","Qatar","38",0
"5458","Republic of Congo","38",0
"5459","Republic of Serbia","38",0
"5460","Romania","38",0
"5461","Russia","38",0
"5462","Rwanda","38",0
"5463","Samoa","38",0
"5464","Saudi Arabia","38",0
"5465","Scandinavia","38",0
"5466","Scotland","38",0
"5467","Senegal","38",0
"5468","Serbia and Montenegro","38",0
"5469","Sierra Leone","38",0
"5470","Singapore","38",1
"5471","Slovakia","38",0
"5472","Slovenia","38",0
"5473","Somalia","38",0
"5474","South Africa","38",0
"5475","South America","38",0
"5476","South Korea","38",0
"5477","Spain","38",0
"5478","Sri Lanka","38",0
"5479","St Kitts","38",0
"5480","Sudan","38",0
"5481","Swaziland","38",0
"5482","Sweden","38",0
"5483","Switzerland","38",0
"5484","Syria","38",0
"5485","Taiwan","38",0
"5486","Tajikistan","38",0
"5487","Tanzania","38",0
"5488","Thailand","38",0
"5489","Togo","38",0
"5490","Tonga","38",0
"5491","Trinidad and Tobago","38",0
"5492","Turkey","38",0
"5493","Uganda","38",0
"5494","Ukraine","38",0
"5495","United Arab Emirates","38",0
"5496","United Kingdom","38",0
"5497","Uruguay","38",0
"5498","US","38",0
"5499","US Virgin Islands","38",0
"5500","USSR","38",0
"5501","Venezuela","38",0
"5502","Vietnam","38",0
"5503","Wales","38",0
"5504","West Bank","38",0
"5505","West Indies","38",0
"5506","Western Europe","38",0
"5507","Yemen","38",0
"5508","Yugoslavia","38",0
"5509","Zambia","38",0
"5510","Zimbabwe","38",0
"5511","Afghanistan","41",0
"5512","Africa","41",0
"5513","Albania","41",0
"5514","Algeria","41",0
"5515","Angola","41",0
"5516","Appalachia","41",0
"5517","Argentina","41",0
"5518","Armenia","41",0
"5519","Asia","41",0
"5520","Australia","41",0
"5521","Austria","41",0
"5522","Azerbaijan","41",0
"5523","Bahamas","41",0
"5524","Bahrain","41",0
"5525","Baltic States","41",0
"5526","Bangladesh","41",0
"5527","Barbados","41",0
"5528","Belgium","41",0
"5529","Benin","41",0
"5530","Bermuda","41",0
"5531","Bolivia","41",0
"5532","Bosnia-Herzegovina","41",0
"5533","Botswana","41",0
"5534","Brazil","41",0
"5535","Bulgaria","41",0
"5536","Cambodia","41",0
"5537","Cameroon","41",0
"5538","Canada","41",0
"5539","Caribbean","41",0
"5540","Central America","41",0
"5541","Channel Islands","41",0
"5542","Chile","41",0
"5543","China","41",0
"5544","Colombia","41",0
"5545","Commonwealth of Independent States","41",0
"5546","Costa Rica","41",0
"5547","Croatia","41",0
"5548","Cuba","41",0
"5549","Cyprus","41",0
"5550","Czech Republic","41",0
"5551","Czechoslovakia","41",0
"5552","Democratic Republic of Congo","41",0
"5553","Denmark","41",0
"5554","Dominican Republic","41",0
"5555","Eastern Europe","41",0
"5556","Ecuador","41",0
"5557","Egypt","41",0
"5558","El Salvador","41",0
"5559","England","41",0
"5560","Eritrea","41",0
"5561","Estonia","41",0
"5562","Ethiopia","41",0
"5563","Europe","41",0
"5564","Fiji","41",0
"5565","Finland","41",0
"5566","France","41",0
"5567","French Polynesia","41",0
"5568","Gambia","41",0
"5569","Gaza Strip","41",0
"5570","Georgia","41",0
"5571","Germany","41",0
"5572","Ghana","41",0
"5573","Great Britain","41",0
"5574","Greece","41",0
"5575","Grenada","41",0
"5576","Guam","41",0
"5577","Guatemala","41",0
"5578","Guinea","41",0
"5579","Guyana","41",0
"5580","Haiti","41",0
"5581","Honduras","41",0
"5582","Hong Kong","41",0
"5583","Hungary","41",0
"5584","Iceland","41",0
"5585","India","41",0
"5586","Indonesia","41",0
"5587","Iran","41",0
"5588","Iraq","41",0
"5589","Ireland","41",0
"5590","Israel","41",0
"5591","Italy","41",0
"5592","Ivory Coast","41",0
"5593","Jamaica","41",0
"5594","Japan","41",0
"5595","Jordan","41",0
"5596","Kazakhstan","41",0
"5597","Kenya","41",0
"5598","Korea","41",0
"5599","Kuwait","41",0
"5600","Kyrgyzstan","41",0
"5601","Laos","41",0
"5602","Latin America","41",0
"5603","Latvia","41",0
"5604","Lebanon","41",0
"5605","Lesotho","41",0
"5606","Liberia","41",0
"5607","Lithuania","41",0
"5608","Luxembourg","41",0
"5609","Macao","41",0
"5610","Macau","41",0
"5611","Macedonia","41",0
"5612","Malawi","41",0
"5613","Malaysia","41",0
"5614","Malta","41",0
"5615","Marshall Islands","41",0
"5616","Mauritius","41",0
"5617","Mexico","41",0
"5618","Middle East","41",0
"5619","Moldova","41",0
"5620","Mongolia","41",0
"5621","Morocco","41",0
"5622","Mozambique","41",0
"5623","Myanmar","41",0
"5624","Namibia","41",0
"5625","Nepal","41",0
"5626","Netherlands","41",0
"5627","New Caledonia","41",0
"5628","New Zealand","41",0
"5629","Nicaragua","41",0
"5630","Nigeria","41",0
"5631","North America","41",0
"5632","North Korea","41",0
"5633","Northern Ireland","41",0
"5634","Norway","41",0
"5635","Oceania/Pacific Islands","41",0
"5636","Oman","41",0
"5637","Pakistan","41",0
"5638","Palau","41",0
"5639","Palestine","41",0
"5640","Panama","41",0
"5641","Paraguay","41",0
"5642","Peru","41",0
"5643","Philippines","41",0
"5644","Poland","41",0
"5645","Portugal","41",0
"5646","Puerto Rico","41",0
"5647","Qatar","41",0
"5648","Republic of Congo","41",0
"5649","Republic of Serbia","41",0
"5650","Romania","41",0
"5651","Russia","41",0
"5652","Rwanda","41",0
"5653","Samoa","41",0
"5654","Saudi Arabia","41",0
"5655","Scandinavia","41",0
"5656","Scotland","41",0
"5657","Senegal","41",0
"5658","Serbia and Montenegro","41",0
"5659","Sierra Leone","41",0
"5660","Singapore","41",0
"5661","Slovakia","41",0
"5662","Slovenia","41",0
"5663","Somalia","41",0
"5664","South Africa","41",0
"5665","South America","41",0
"5666","South Korea","41",0
"5667","Spain","41",1
"5668","Sri Lanka","41",0
"5669","St Kitts","41",0
"5670","Sudan","41",0
"5671","Swaziland","41",0
"5672","Sweden","41",0
"5673","Switzerland","41",0
"5674","Syria","41",0
"5675","Taiwan","41",0
"5676","Tajikistan","41",0
"5677","Tanzania","41",0
"5678","Thailand","41",0
"5679","Togo","41",0
"5680","Tonga","41",0
"5681","Trinidad and Tobago","41",0
"5682","Turkey","41",0
"5683","Uganda","41",0
"5684","Ukraine","41",0
"5685","United Arab Emirates","41",0
"5686","United Kingdom","41",0
"5687","Uruguay","41",0
"5688","US","41",0
"5689","US Virgin Islands","41",0
"5690","USSR","41",0
"5691","Venezuela","41",0
"5692","Vietnam","41",0
"5693","Wales","41",0
"5694","West Bank","41",0
"5695","West Indies","41",0
"5696","Western Europe","41",0
"5697","Yemen","41",0
"5698","Yugoslavia","41",0
"5699","Zambia","41",0
"5700","Zimbabwe","41",0
"5701","Afghanistan","42",0
"5702","Africa","42",0
"5703","Albania","42",0
"5704","Algeria","42",0
"5705","Angola","42",0
"5706","Appalachia","42",0
"5707","Argentina","42",0
"5708","Armenia","42",0
"5709","Asia","42",0
"5710","Australia","42",0
"5711","Austria","42",0
"5712","Azerbaijan","42",0
"5713","Bahamas","42",0
"5714","Bahrain","42",0
"5715","Baltic States","42",0
"5716","Bangladesh","42",0
"5717","Barbados","42",0
"5718","Belgium","42",1
"5719","Benin","42",0
"5720","Bermuda","42",0
"5721","Bolivia","42",0
"5722","Bosnia-Herzegovina","42",0
"5723","Botswana","42",0
"5724","Brazil","42",0
"5725","Bulgaria","42",0
"5726","Cambodia","42",0
"5727","Cameroon","42",0
"5728","Canada","42",0
"5729","Caribbean","42",0
"5730","Central America","42",0
"5731","Channel Islands","42",0
"5732","Chile","42",0
"5733","China","42",0
"5734","Colombia","42",0
"5735","Commonwealth of Independent States","42",0
"5736","Costa Rica","42",0
"5737","Croatia","42",0
"5738","Cuba","42",0
"5739","Cyprus","42",0
"5740","Czech Republic","42",0
"5741","Czechoslovakia","42",0
"5742","Democratic Republic of Congo","42",0
"5743","Denmark","42",0
"5744","Dominican Republic","42",0
"5745","Eastern Europe","42",0
"5746","Ecuador","42",0
"5747","Egypt","42",0
"5748","El Salvador","42",0
"5749","England","42",0
"5750","Eritrea","42",0
"5751","Estonia","42",0
"5752","Ethiopia","42",0
"5753","Europe","42",0
"5754","Fiji","42",0
"5755","Finland","42",0
"5756","France","42",0
"5757","French Polynesia","42",0
"5758","Gambia","42",0
"5759","Gaza Strip","42",0
"5760","Georgia","42",0
"5761","Germany","42",0
"5762","Ghana","42",0
"5763","Great Britain","42",0
"5764","Greece","42",0
"5765","Grenada","42",0
"5766","Guam","42",0
"5767","Guatemala","42",0
"5768","Guinea","42",0
"5769","Guyana","42",0
"5770","Haiti","42",0
"5771","Honduras","42",0
"5772","Hong Kong","42",0
"5773","Hungary","42",0
"5774","Iceland","42",0
"5775","India","42",0
"5776","Indonesia","42",0
"5777","Iran","42",0
"5778","Iraq","42",0
"5779","Ireland","42",0
"5780","Israel","42",0
"5781","Italy","42",0
"5782","Ivory Coast","42",0
"5783","Jamaica","42",0
"5784","Japan","42",0
"5785","Jordan","42",0
"5786","Kazakhstan","42",0
"5787","Kenya","42",0
"5788","Korea","42",0
"5789","Kuwait","42",0
"5790","Kyrgyzstan","42",0
"5791","Laos","42",0
"5792","Latin America","42",0
"5793","Latvia","42",0
"5794","Lebanon","42",0
"5795","Lesotho","42",0
"5796","Liberia","42",0
"5797","Lithuania","42",0
"5798","Luxembourg","42",0
"5799","Macao","42",0
"5800","Macau","42",0
"5801","Macedonia","42",0
"5802","Malawi","42",0
"5803","Malaysia","42",0
"5804","Malta","42",0
"5805","Marshall Islands","42",0
"5806","Mauritius","42",0
"5807","Mexico","42",0
"5808","Middle East","42",0
"5809","Moldova","42",0
"5810","Mongolia","42",0
"5811","Morocco","42",0
"5812","Mozambique","42",0
"5813","Myanmar","42",0
"5814","Namibia","42",0
"5815","Nepal","42",0
"5816","Netherlands","42",0
"5817","New Caledonia","42",0
"5818","New Zealand","42",0
"5819","Nicaragua","42",0
"5820","Nigeria","42",0
"5821","North America","42",0
"5822","North Korea","42",0
"5823","Northern Ireland","42",0
"5824","Norway","42",0
"5825","Oceania/Pacific Islands","42",0
"5826","Oman","42",0
"5827","Pakistan","42",0
"5828","Palau","42",0
"5829","Palestine","42",0
"5830","Panama","42",0
"5831","Paraguay","42",0
"5832","Peru","42",0
"5833","Philippines","42",0
"5834","Poland","42",0
"5835","Portugal","42",0
"5836","Puerto Rico","42",0
"5837","Qatar","42",0
"5838","Republic of Congo","42",0
"5839","Republic of Serbia","42",0
"5840","Romania","42",0
"5841","Russia","42",0
"5842","Rwanda","42",0
"5843","Samoa","42",0
"5844","Saudi Arabia","42",0
"5845","Scandinavia","42",0
"5846","Scotland","42",0
"5847","Senegal","42",0
"5848","Serbia and Montenegro","42",0
"5849","Sierra Leone","42",0
"5850","Singapore","42",0
"5851","Slovakia","42",0
"5852","Slovenia","42",0
"5853","Somalia","42",0
"5854","South Africa","42",0
"5855","South America","42",0
"5856","South Korea","42",0
"5857","Spain","42",0
"5858","Sri Lanka","42",0
"5859","St Kitts","42",0
"5860","Sudan","42",0
"5861","Swaziland","42",0
"5862","Sweden","42",0
"5863","Switzerland","42",0
"5864","Syria","42",0
"5865","Taiwan","42",0
"5866","Tajikistan","42",0
"5867","Tanzania","42",0
"5868","Thailand","42",0
"5869","Togo","42",0
"5870","Tonga","42",0
"5871","Trinidad and Tobago","42",0
"5872","Turkey","42",0
"5873","Uganda","42",0
"5874","Ukraine","42",0
"5875","United Arab Emirates","42",0
"5876","United Kingdom","42",0
"5877","Uruguay","42",0
"5878","US","42",0
"5879","US Virgin Islands","42",0
"5880","USSR","42",0
"5881","Venezuela","42",0
"5882","Vietnam","42",0
"5883","Wales","42",0
"5884","West Bank","42",0
"5885","West Indies","42",0
"5886","Western Europe","42",0
"5887","Yemen","42",0
"5888","Yugoslavia","42",0
"5889","Zambia","42",0
"5890","Zimbabwe","42",0
"5891","Afghanistan","45",0
"5892","Africa","45",1
"5893","Albania","45",0
"5894","Algeria","45",0
"5895","Angola","45",0
"5896","Appalachia","45",0
"5897","Argentina","45",0
"5898","Armenia","45",0
"5899","Asia","45",0
"5900","Australia","45",0
"5901","Austria","45",0
"5902","Azerbaijan","45",0
"5903","Bahamas","45",0
"5904","Bahrain","45",0
"5905","Baltic States","45",0
"5906","Bangladesh","45",0
"5907","Barbados","45",0
"5908","Belgium","45",0
"5909","Benin","45",0
"5910","Bermuda","45",0
"5911","Bolivia","45",0
"5912","Bosnia-Herzegovina","45",0
"5913","Botswana","45",0
"5914","Brazil","45",0
"5915","Bulgaria","45",0
"5916","Cambodia","45",0
"5917","Cameroon","45",0
"5918","Canada","45",0
"5919","Caribbean","45",0
"5920","Central America","45",0
"5921","Channel Islands","45",0
"5922","Chile","45",0
"5923","China","45",0
"5924","Colombia","45",0
"5925","Commonwealth of Independent States","45",0
"5926","Costa Rica","45",0
"5927","Croatia","45",0
"5928","Cuba","45",0
"5929","Cyprus","45",0
"5930","Czech Republic","45",0
"5931","Czechoslovakia","45",0
"5932","Democratic Republic of Congo","45",0
"5933","Denmark","45",0
"5934","Dominican Republic","45",0
"5935","Eastern Europe","45",0
"5936","Ecuador","45",0
"5937","Egypt","45",0
"5938","El Salvador","45",0
"5939","England","45",0
"5940","Eritrea","45",0
"5941","Estonia","45",0
"5942","Ethiopia","45",0
"5943","Europe","45",0
"5944","Fiji","45",0
"5945","Finland","45",0
"5946","France","45",0
"5947","French Polynesia","45",0
"5948","Gambia","45",0
"5949","Gaza Strip","45",0
"5950","Georgia","45",0
"5951","Germany","45",0
"5952","Ghana","45",0
"5953","Great Britain","45",0
"5954","Greece","45",0
"5955","Grenada","45",0
"5956","Guam","45",0
"5957","Guatemala","45",0
"5958","Guinea","45",0
"5959","Guyana","45",0
"5960","Haiti","45",0
"5961","Honduras","45",0
"5962","Hong Kong","45",0
"5963","Hungary","45",0
"5964","Iceland","45",0
"5965","India","45",0
"5966","Indonesia","45",0
"5967","Iran","45",0
"5968","Iraq","45",0
"5969","Ireland","45",0
"5970","Israel","45",0
"5971","Italy","45",0
"5972","Ivory Coast","45",0
"5973","Jamaica","45",0
"5974","Japan","45",1
"5975","Jordan","45",0
"5976","Kazakhstan","45",0
"5977","Kenya","45",0
"5978","Korea","45",0
"5979","Kuwait","45",0
"5980","Kyrgyzstan","45",0
"5981","Laos","45",0
"5982","Latin America","45",0
"5983","Latvia","45",0
"5984","Lebanon","45",0
"5985","Lesotho","45",0
"5986","Liberia","45",0
"5987","Lithuania","45",0
"5988","Luxembourg","45",0
"5989","Macao","45",0
"5990","Macau","45",0
"5991","Macedonia","45",0
"5992","Malawi","45",0
"5993","Malaysia","45",0
"5994","Malta","45",0
"5995","Marshall Islands","45",0
"5996","Mauritius","45",0
"5997","Mexico","45",0
"5998","Middle East","45",0
"5999","Moldova","45",0
"6000","Mongolia","45",0
"6001","Morocco","45",0
"6002","Mozambique","45",0
"6003","Myanmar","45",0
"6004","Namibia","45",0
"6005","Nepal","45",0
"6006","Netherlands","45",0
"6007","New Caledonia","45",0
"6008","New Zealand","45",0
"6009","Nicaragua","45",0
"6010","Nigeria","45",0
"6011","North America","45",0
"6012","North Korea","45",0
"6013","Northern Ireland","45",0
"6014","Norway","45",0
"6015","Oceania/Pacific Islands","45",0
"6016","Oman","45",0
"6017","Pakistan","45",0
"6018","Palau","45",0
"6019","Palestine","45",0
"6020","Panama","45",0
"6021","Paraguay","45",0
"6022","Peru","45",0
"6023","Philippines","45",0
"6024","Poland","45",0
"6025","Portugal","45",0
"6026","Puerto Rico","45",0
"6027","Qatar","45",0
"6028","Republic of Congo","45",0
"6029","Republic of Serbia","45",0
"6030","Romania","45",0
"6031","Russia","45",0
"6032","Rwanda","45",0
"6033","Samoa","45",0
"6034","Saudi Arabia","45",0
"6035","Scandinavia","45",0
"6036","Scotland","45",0
"6037","Senegal","45",0
"6038","Serbia and Montenegro","45",0
"6039","Sierra Leone","45",0
"6040","Singapore","45",0
"6041","Slovakia","45",0
"6042","Slovenia","45",0
"6043","Somalia","45",0
"6044","South Africa","45",0
"6045","South America","45",0
"6046","South Korea","45",0
"6047","Spain","45",0
"6048","Sri Lanka","45",0
"6049","St Kitts","45",0
"6050","Sudan","45",0
"6051","Swaziland","45",0
"6052","Sweden","45",0
"6053","Switzerland","45",0
"6054","Syria","45",0
"6055","Taiwan","45",0
"6056","Tajikistan","45",0
"6057","Tanzania","45",0
"6058","Thailand","45",0
"6059","Togo","45",0
"6060","Tonga","45",0
"6061","Trinidad and Tobago","45",0
"6062","Turkey","45",0
"6063","Uganda","45",0
"6064","Ukraine","45",0
"6065","United Arab Emirates","45",0
"6066","United Kingdom","45",0
"6067","Uruguay","45",0
"6068","US","45",0
"6069","US Virgin Islands","45",0
"6070","USSR","45",0
"6071","Venezuela","45",0
"6072","Vietnam","45",0
"6073","Wales","45",0
"6074","West Bank","45",0
"6075","West Indies","45",0
"6076","Western Europe","45",0
"6077","Yemen","45",0
"6078","Yugoslavia","45",0
"6079","Zambia","45",0
"6080","Zimbabwe","45",0
"6081","Afghanistan","47",0
"6082","Africa","47",0
"6083","Albania","47",0
"6084","Algeria","47",0
"6085","Angola","47",0
"6086","Appalachia","47",0
"6087","Argentina","47",0
"6088","Armenia","47",0
"6089","Asia","47",0
"6090","Australia","47",0
"6091","Austria","47",0
"6092","Azerbaijan","47",0
"6093","Bahamas","47",0
"6094","Bahrain","47",0
"6095","Baltic States","47",0
"6096","Bangladesh","47",0
"6097","Barbados","47",0
"6098","Belgium","47",0
"6099","Benin","47",0
"6100","Bermuda","47",0
"6101","Bolivia","47",0
"6102","Bosnia-Herzegovina","47",0
"6103","Botswana","47",0
"6104","Brazil","47",0
"6105","Bulgaria","47",0
"6106","Cambodia","47",0
"6107","Cameroon","47",0
"6108","Canada","47",0
"6109","Caribbean","47",0
"6110","Central America","47",0
"6111","Channel Islands","47",0
"6112","Chile","47",0
"6113","China","47",0
"6114","Colombia","47",0
"6115","Commonwealth of Independent States","47",0
"6116","Costa Rica","47",0
"6117","Croatia","47",0
"6118","Cuba","47",0
"6119","Cyprus","47",0
"6120","Czech Republic","47",0
"6121","Czechoslovakia","47",0
"6122","Democratic Republic of Congo","47",0
"6123","Denmark","47",0
"6124","Dominican Republic","47",0
"6125","Eastern Europe","47",0
"6126","Ecuador","47",0
"6127","Egypt","47",0
"6128","El Salvador","47",0
"6129","England","47",0
"6130","Eritrea","47",0
"6131","Estonia","47",0
"6132","Ethiopia","47",0
"6133","Europe","47",0
"6134","Fiji","47",0
"6135","Finland","47",0
"6136","France","47",0
"6137","French Polynesia","47",0
"6138","Gambia","47",0
"6139","Gaza Strip","47",0
"6140","Georgia","47",0
"6141","Germany","47",0
"6142","Ghana","47",0
"6143","Great Britain","47",1
"6144","Greece","47",0
"6145","Grenada","47",0
"6146","Guam","47",0
"6147","Guatemala","47",0
"6148","Guinea","47",0
"6149","Guyana","47",0
"6150","Haiti","47",0
"6151","Honduras","47",0
"6152","Hong Kong","47",0
"6153","Hungary","47",0
"6154","Iceland","47",0
"6155","India","47",0
"6156","Indonesia","47",0
"6157","Iran","47",0
"6158","Iraq","47",0
"6159","Ireland","47",0
"6160","Israel","47",0
"6161","Italy","47",0
"6162","Ivory Coast","47",0
"6163","Jamaica","47",0
"6164","Japan","47",0
"6165","Jordan","47",0
"6166","Kazakhstan","47",0
"6167","Kenya","47",0
"6168","Korea","47",0
"6169","Kuwait","47",0
"6170","Kyrgyzstan","47",0
"6171","Laos","47",0
"6172","Latin America","47",0
"6173","Latvia","47",0
"6174","Lebanon","47",0
"6175","Lesotho","47",0
"6176","Liberia","47",0
"6177","Lithuania","47",0
"6178","Luxembourg","47",0
"6179","Macao","47",0
"6180","Macau","47",0
"6181","Macedonia","47",0
"6182","Malawi","47",0
"6183","Malaysia","47",0
"6184","Malta","47",0
"6185","Marshall Islands","47",0
"6186","Mauritius","47",0
"6187","Mexico","47",0
"6188","Middle East","47",0
"6189","Moldova","47",0
"6190","Mongolia","47",0
"6191","Morocco","47",0
"6192","Mozambique","47",0
"6193","Myanmar","47",0
"6194","Namibia","47",0
"6195","Nepal","47",0
"6196","Netherlands","47",0
"6197","New Caledonia","47",0
"6198","New Zealand","47",0
"6199","Nicaragua","47",0
"6200","Nigeria","47",0
"6201","North America","47",0
"6202","North Korea","47",0
"6203","Northern Ireland","47",0
"6204","Norway","47",0
"6205","Oceania/Pacific Islands","47",0
"6206","Oman","47",0
"6207","Pakistan","47",0
"6208","Palau","47",0
"6209","Palestine","47",0
"6210","Panama","47",0
"6211","Paraguay","47",0
"6212","Peru","47",0
"6213","Philippines","47",0
"6214","Poland","47",0
"6215","Portugal","47",0
"6216","Puerto Rico","47",0
"6217","Qatar","47",0
"6218","Republic of Congo","47",0
"6219","Republic of Serbia","47",0
"6220","Romania","47",0
"6221","Russia","47",0
"6222","Rwanda","47",0
"6223","Samoa","47",0
"6224","Saudi Arabia","47",0
"6225","Scandinavia","47",0
"6226","Scotland","47",0
"6227","Senegal","47",0
"6228","Serbia and Montenegro","47",0
"6229","Sierra Leone","47",0
"6230","Singapore","47",0
"6231","Slovakia","47",0
"6232","Slovenia","47",0
"6233","Somalia","47",0
"6234","South Africa","47",0
"6235","South America","47",0
"6236","South Korea","47",0
"6237","Spain","47",0
"6238","Sri Lanka","47",0
"6239","St Kitts","47",0
"6240","Sudan","47",0
"6241","Swaziland","47",0
"6242","Sweden","47",0
"6243","Switzerland","47",0
"6244","Syria","47",0
"6245","Taiwan","47",1
"6246","Tajikistan","47",0
"6247","Tanzania","47",0
"6248","Thailand","47",0
"6249","Togo","47",0
"6250","Tonga","47",0
"6251","Trinidad and Tobago","47",0
"6252","Turkey","47",0
"6253","Uganda","47",0
"6254","Ukraine","47",0
"6255","United Arab Emirates","47",0
"6256","United Kingdom","47",0
"6257","Uruguay","47",0
"6258","US","47",0
"6259","US Virgin Islands","47",0
"6260","USSR","47",0
"6261","Venezuela","47",0
"6262","Vietnam","47",0
"6263","Wales","47",0
"6264","West Bank","47",0
"6265","West Indies","47",0
"6266","Western Europe","47",0
"6267","Yemen","47",0
"6268","Yugoslavia","47",0
"6269","Zambia","47",0
"6270","Zimbabwe","47",0
"6271","Afghanistan","48",0
"6272","Africa","48",0
"6273","Albania","48",0
"6274","Algeria","48",0
"6275","Angola","48",0
"6276","Appalachia","48",0
"6277","Argentina","48",0
"6278","Armenia","48",0
"6279","Asia","48",0
"6280","Australia","48",0
"6281","Austria","48",0
"6282","Azerbaijan","48",0
"6283","Bahamas","48",0
"6284","Bahrain","48",0
"6285","Baltic States","48",0
"6286","Bangladesh","48",0
"6287","Barbados","48",0
"6288","Belgium","48",0
"6289","Benin","48",0
"6290","Bermuda","48",0
"6291","Bolivia","48",0
"6292","Bosnia-Herzegovina","48",0
"6293","Botswana","48",0
"6294","Brazil","48",0
"6295","Bulgaria","48",0
"6296","Cambodia","48",0
"6297","Cameroon","48",0
"6298","Canada","48",0
"6299","Caribbean","48",0
"6300","Central America","48",0
"6301","Channel Islands","48",0
"6302","Chile","48",0
"6303","China","48",0
"6304","Colombia","48",0
"6305","Commonwealth of Independent States","48",0
"6306","Costa Rica","48",0
"6307","Croatia","48",0
"6308","Cuba","48",0
"6309","Cyprus","48",0
"6310","Czech Republic","48",0
"6311","Czechoslovakia","48",0
"6312","Democratic Republic of Congo","48",0
"6313","Denmark","48",0
"6314","Dominican Republic","48",0
"6315","Eastern Europe","48",0
"6316","Ecuador","48",0
"6317","Egypt","48",0
"6318","El Salvador","48",0
"6319","England","48",0
"6320","Eritrea","48",0
"6321","Estonia","48",0
"6322","Ethiopia","48",0
"6323","Europe","48",0
"6324","Fiji","48",0
"6325","Finland","48",0
"6326","France","48",0
"6327","French Polynesia","48",0
"6328","Gambia","48",0
"6329","Gaza Strip","48",0
"6330","Georgia","48",0
"6331","Germany","48",0
"6332","Ghana","48",0
"6333","Great Britain","48",0
"6334","Greece","48",0
"6335","Grenada","48",0
"6336","Guam","48",0
"6337","Guatemala","48",0
"6338","Guinea","48",0
"6339","Guyana","48",0
"6340","Haiti","48",0
"6341","Honduras","48",0
"6342","Hong Kong","48",0
"6343","Hungary","48",0
"6344","Iceland","48",0
"6345","India","48",0
"6346","Indonesia","48",0
"6347","Iran","48",0
"6348","Iraq","48",0
"6349","Ireland","48",0
"6350","Israel","48",0
"6351","Italy","48",1
"6352","Ivory Coast","48",0
"6353","Jamaica","48",0
"6354","Japan","48",0
"6355","Jordan","48",0
"6356","Kazakhstan","48",0
"6357","Kenya","48",0
"6358","Korea","48",0
"6359","Kuwait","48",0
"6360","Kyrgyzstan","48",0
"6361","Laos","48",0
"6362","Latin America","48",0
"6363","Latvia","48",0
"6364","Lebanon","48",0
"6365","Lesotho","48",0
"6366","Liberia","48",0
"6367","Lithuania","48",0
"6368","Luxembourg","48",0
"6369","Macao","48",0
"6370","Macau","48",0
"6371","Macedonia","48",0
"6372","Malawi","48",0
"6373","Malaysia","48",0
"6374","Malta","48",0
"6375","Marshall Islands","48",0
"6376","Mauritius","48",0
"6377","Mexico","48",0
"6378","Middle East","48",0
"6379","Moldova","48",0
"6380","Mongolia","48",0
"6381","Morocco","48",0
"6382","Mozambique","48",0
"6383","Myanmar","48",0
"6384","Namibia","48",0
"6385","Nepal","48",0
"6386","Netherlands","48",0
"6387","New Caledonia","48",0
"6388","New Zealand","48",0
"6389","Nicaragua","48",0
"6390","Nigeria","48",0
"6391","North America","48",0
"6392","North Korea","48",0
"6393","Northern Ireland","48",0
"6394","Norway","48",0
"6395","Oceania/Pacific Islands","48",0
"6396","Oman","48",0
"6397","Pakistan","48",0
"6398","Palau","48",0
"6399","Palestine","48",0
"6400","Panama","48",0
"6401","Paraguay","48",0
"6402","Peru","48",0
"6403","Philippines","48",0
"6404","Poland","48",0
"6405","Portugal","48",0
"6406","Puerto Rico","48",0
"6407","Qatar","48",0
"6408","Republic of Congo","48",0
"6409","Republic of Serbia","48",0
"6410","Romania","48",0
"6411","Russia","48",0
"6412","Rwanda","48",0
"6413","Samoa","48",0
"6414","Saudi Arabia","48",0
"6415","Scandinavia","48",0
"6416","Scotland","48",0
"6417","Senegal","48",0
"6418","Serbia and Montenegro","48",0
"6419","Sierra Leone","48",0
"6420","Singapore","48",0
"6421","Slovakia","48",0
"6422","Slovenia","48",0
"6423","Somalia","48",0
"6424","South Africa","48",0
"6425","South America","48",0
"6426","South Korea","48",0
"6427","Spain","48",0
"6428","Sri Lanka","48",0
"6429","St Kitts","48",0
"6430","Sudan","48",0
"6431","Swaziland","48",0
"6432","Sweden","48",0
"6433","Switzerland","48",0
"6434","Syria","48",0
"6435","Taiwan","48",0
"6436","Tajikistan","48",0
"6437","Tanzania","48",0
"6438","Thailand","48",0
"6439","Togo","48",0
"6440","Tonga","48",0
"6441","Trinidad and Tobago","48",0
"6442","Turkey","48",0
"6443","Uganda","48",0
"6444","Ukraine","48",0
"6445","United Arab Emirates","48",0
"6446","United Kingdom","48",0
"6447","Uruguay","48",0
"6448","US","48",0
"6449","US Virgin Islands","48",0
"6450","USSR","48",0
"6451","Venezuela","48",0
"6452","Vietnam","48",0
"6453","Wales","48",0
"6454","West Bank","48",0
"6455","West Indies","48",0
"6456","Western Europe","48",0
"6457","Yemen","48",0
"6458","Yugoslavia","48",0
"6459","Zambia","48",0
"6460","Zimbabwe","48",0
"6461","Afghanistan","49",0
"6462","Africa","49",0
"6463","Albania","49",0
"6464","Algeria","49",0
"6465","Angola","49",0
"6466","Appalachia","49",0
"6467","Argentina","49",0
"6468","Armenia","49",0
"6469","Asia","49",0
"6470","Australia","49",0
"6471","Austria","49",0
"6472","Azerbaijan","49",0
